T22,Major trading partners,,,,,,,
Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value,Footnotes,Source
442,Luxembourg,2024,Major trading partner 3 (% of imports),France,,11.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
450,Madagascar,2015,Major trading partner 1 (% of exports),France,,20.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
450,Madagascar,2020,Major trading partner 1 (% of exports),France,,22.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
450,Madagascar,2024,Major trading partner 1 (% of exports),France,,14.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
450,Madagascar,2015,Major trading partner 1 (% of imports),China,,18.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
450,Madagascar,2020,Major trading partner 1 (% of imports),China,,21.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
450,Madagascar,2024,Major trading partner 1 (% of imports),China,,17.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
450,Madagascar,2015,Major trading partner 2 (% of exports),United States,,10.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
450,Madagascar,2020,Major trading partner 2 (% of exports),United States,,22.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
450,Madagascar,2024,Major trading partner 2 (% of exports),United States,,12.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
450,Madagascar,2015,Major trading partner 2 (% of imports),Oman,,0.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
450,Madagascar,2020,Major trading partner 2 (% of imports),Oman,,2.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
450,Madagascar,2024,Major trading partner 2 (% of imports),Oman,,13.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
450,Madagascar,2015,Major trading partner 3 (% of exports),Japan,,5.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
450,Madagascar,2020,Major trading partner 3 (% of exports),Japan,,3.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
450,Madagascar,2024,Major trading partner 3 (% of exports),Japan,,8.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
450,Madagascar,2015,Major trading partner 3 (% of imports),France,,6.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
450,Madagascar,2020,Major trading partner 3 (% of imports),France,,11.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
450,Madagascar,2024,Major trading partner 3 (% of imports),France,,11.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
454,Malawi,2015,Major trading partner 1 (% of exports),Belgium,,10.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
454,Malawi,2020,Major trading partner 1 (% of exports),Belgium,,20.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
454,Malawi,2024,Major trading partner 1 (% of exports),Belgium,,15.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
454,Malawi,2015,Major trading partner 1 (% of imports),China,,13.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
454,Malawi,2020,Major trading partner 1 (% of imports),China,,16.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
454,Malawi,2024,Major trading partner 1 (% of imports),China,,17.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
454,Malawi,2015,Major trading partner 2 (% of exports),United Rep. Tanzania,,1.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
454,Malawi,2020,Major trading partner 2 (% of exports),United Rep. Tanzania,,4.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
454,Malawi,2024,Major trading partner 2 (% of exports),United Rep. Tanzania,,10.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
454,Malawi,2015,Major trading partner 2 (% of imports),South Africa,,18.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
454,Malawi,2020,Major trading partner 2 (% of imports),South Africa,,20.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
454,Malawi,2024,Major trading partner 2 (% of imports),South Africa,,15.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
454,Malawi,2015,Major trading partner 3 (% of exports),China,,5.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
454,Malawi,2020,Major trading partner 3 (% of exports),China,,4.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
454,Malawi,2024,Major trading partner 3 (% of exports),China,,5.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
454,Malawi,2015,Major trading partner 3 (% of imports),United Arab Emirates,,11.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
454,Malawi,2020,Major trading partner 3 (% of imports),United Arab Emirates,,10.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
454,Malawi,2024,Major trading partner 3 (% of imports),United Arab Emirates,,12.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
458,Malaysia,2015,Major trading partner 1 (% of exports),Singapore,,13.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
458,Malaysia,2020,Major trading partner 1 (% of exports),Singapore,,14.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
458,Malaysia,2024,Major trading partner 1 (% of exports),Singapore,,15.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
458,Malaysia,2015,Major trading partner 1 (% of imports),China,,18.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
458,Malaysia,2020,Major trading partner 1 (% of imports),China,,21.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
458,Malaysia,2024,Major trading partner 1 (% of imports),China,,21.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
458,Malaysia,2015,Major trading partner 2 (% of exports),United States,,9.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
458,Malaysia,2020,Major trading partner 2 (% of exports),United States,,11.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
458,Malaysia,2024,Major trading partner 2 (% of exports),United States,,13.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
458,Malaysia,2015,Major trading partner 2 (% of imports),Singapore,,12.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
458,Malaysia,2020,Major trading partner 2 (% of imports),Singapore,,9.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
458,Malaysia,2024,Major trading partner 2 (% of imports),Singapore,,12.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
458,Malaysia,2015,Major trading partner 3 (% of exports),China,,13.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
458,Malaysia,2020,Major trading partner 3 (% of exports),China,,16.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
458,Malaysia,2024,Major trading partner 3 (% of exports),China,,12.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
458,Malaysia,2015,Major trading partner 3 (% of imports),United States,,8.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
458,Malaysia,2020,Major trading partner 3 (% of imports),United States,,8.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
458,Malaysia,2024,Major trading partner 3 (% of imports),United States,,9.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
462,Maldives,2015,Major trading partner 1 (% of exports),Thailand,,25.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
462,Maldives,2020,Major trading partner 1 (% of exports),Thailand,,43.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
462,Maldives,2024,Major trading partner 1 (% of exports),Thailand,,35.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
462,Maldives,2015,Major trading partner 1 (% of imports),China,,7.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
462,Maldives,2020,Major trading partner 1 (% of imports),China,,14.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
462,Maldives,2024,Major trading partner 1 (% of imports),China,,18.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
462,Maldives,2015,Major trading partner 2 (% of exports),United Kingdom,,5.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
462,Maldives,2020,Major trading partner 2 (% of exports),United Kingdom,,7.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
462,Maldives,2024,Major trading partner 2 (% of exports),United Kingdom,,21.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
462,Maldives,2015,Major trading partner 2 (% of imports),United Arab Emirates,,16.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
